基础模型,数据集,缺失率,填补方法,填补误差指标(MSE),填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.3,前项,,35824796.25481482,1.6639861163865122,0.06473472061530523,0.1000238983918436,0.09816050504399527,0.031646775737082286,0.0006246509688777232,14351.940420840132,
,,0.3,后向,,33938102.802962966,1.5885519956829302,0.11880707709311862,-0.15252381189083614,0.10011864843717622,0.04167692829801334,-0.01814875600880508,14328.687744109106,
,,0.3,线性,,34138460.91851852,1.5723065578052047,0.05360012765652633,0.016680590027489752,0.10085474730136323,0.03326532893847278,-0.006682895005329918,14336.229662104999,
kairos23m,Supply_Chain_Customer_D,0,/,,2895341255.4903703,0.6588840960928374,0.43151010789951233,11.939392776816488,0.7279865475265336,0.9098143234949182,0.09440339943927438,14628.173480777308,
,,0.1,均值,,2686616765.6296296,0.6268210200331144,0.42605139808401143,12.421421665809328,0.7223934098970037,0.7978225137968784,0.12483454227290268,14602.552424017662,
,,0.1,前项,,2972961122.9866667,0.6506414067920634,0.47078017320750815,7.329185946164412,0.7255744168951099,0.7964743338465206,0.131708614909464,14598.96468869738,
,,0.1,后向,,3059115816.580741,0.6601065175676972,0.5125705952104943,4.339660279921353,0.723253573236367,0.8031619934800869,0.12339763710890793,14626.991539041206,
,,0.1,线性,,3043958262.1392593,0.671801275411226,0.47763023249523817,5.383976795821687,0.7250833696301761,0.807588280372966,0.12933186499389845,14610.40643148749,
,,0.2,均值,,2616253044.0533333,0.603938300107614,0.4318087945137912,8.617579634221016,0.7004680706548626,0.7151793629315802,0.12849722694688798,14625.991098896373,
,,0.2,前项,,3364322308.551111,0.7125436974993854,0.4736253284034371,-1.3034778629376962,0.6943479809357681,0.700582113288385,0.1411301698989453,14629.62483005182,
,,0.2,后向,,3464030235.306667,0.7119948292323602,0.6508409585528573,27.873533110256997,0.6961329672198424,0.7281952851768295,0.14398410452542235,14673.315569222019,
,,0.2,线性,,2955207954.5837035,0.6789907929454816,0.5164647611074943,13.175205913497267,0.6991490387680623,0.7059768358436137,0.13407895339510853,14641.507448141265,
,,0.3,均值,,2591967635.531852,0.6139586932382101,0.33672258999179067,8.420652324778343,0.6686845772368097,0.6144826951181015,0.16618213919392366,14551.426591551726,
,,0.3,前项,,2963231891.1525927,0.6617924742648083,0.6052550302678906,26.195850333076084,0.634517137379813,0.6597879367170227,0.26019708708251815,14599.63549850353,
,,0.3,后向,,3227579065.837037,0.6888538091057179,0.6408492099941292,8.916927032211195,0.6435299518942371,0.6376951835568576,0.19729875109425576,14626.081737076374,
,,0.3,线性,,2843146054.9214816,0.6162273921866632,0.5025298332574822,19.122338917895377,0.6305186665654674,0.6019580325648834,0.24433942677234585,14599.723237004437,
kairos23m,Supply_Chain_Location_D,0,/,,589874778.2637037,0.6411408390359723,0.33053589247799203,5.191970353029888,0.6287419058498528,0.8114150062671124,0.009072432370273269,13936.214369597166,
,,0.1,均值,,551917977.6,0.6274408442852498,0.32648164721156064,4.018501330122309,0.6282956250826427,0.7256991270149533,0.05787399559904303,13893.910191163633,
,,0.1,前项,,661905687.1348149,0.7249681796456293,0.4788946170864122,2.786023501302316,0.6300004387904717,0.7146046145758973,0.052649774145305694,13931.600618364828,
,,0.1,后向,,605337099.3777778,0.6576407123983103,0.5619168470281022,6.619786362468258,0.6306910140331826,0.7164983132073913,0.05125553162615277,13941.368533656461,
,,0.1,线性,,550172001.4696296,0.6330036008615524,0.48715648196954997,4.320533950986338,0.6310680470285127,0.711277172700588,0.05379780661473497,13936.735719383265,
,,0.2,均值,,557928259.8874074,0.6295742564979064,0.3432911037121303,2.8313260045892767,0.6329929276691079,0.661632138427138,0.028337382712504217,13884.391586910157,
,,0.2,前项,,594963478.7555555,0.6422308881906837,0.37694130374320345,3.199482257006308,0.6260563764316619,0.6595468355762243,0.04355109809199328,13908.413673309062,
,,0.2,后向,,571715141.0251852,0.6370114578954423,0.5410239686181055,8.414824014607746,0.6324985454807748,0.6616176473701769,0.04443055380198608,13938.97295130736,
,,0.2,线性,,542981440.0948148,0.62294086573053,0.42005776244970255,5.475216759126904,0.629769266009702,0.6457793695579377,0.045815425842758356,13916.034639521664,
,,0.3,均值,,565910496.1422222,0.618764743391404,0.2803957828754341,0.5803861163791056,0.5865809706470574,0.5433015611791175,0.0690796363185478,13868.019562606967,
,,0.3,前项,,716630431.6681482,0.7144551779892861,0.41633383220261666,7.677559933746312,0.5756714017794718,0.5839028600624702,0.08425077119101926,13892.467290458357,
,,0.3,后向,,670244730.5007408,0.6956028815001096,0.40630746856629746,6.584728233978378,0.5740026500199925,0.6077017060906087,0.08798950547782407,13903.98718358523,
,,0.3,线性,,655533015.04,0.6643106436835833,0.3907427258114529,6.853492955749932,0.5758884207957231,0.5863532863524408,0.08488216781142027,13890.5242847182,
kairos23m,Water_Quality_Darwin_15T,0,/,,16.906877983940973,0.01763659116582975,0.8403412211819672,-0.0014352983128896363,0.7509618097189369,0.7822450464190392,0.8841114281634042,5190.176283418383,
,,0.1,均值,,16.415562608506946,0.017786908964794002,0.5226214573822566,-0.001563867402870761,0.32679247657091937,0.6978958092565561,0.9463472276577656,6360.130458105628,
,,0.1,前项,,18.482694498697917,0.018554259851664874,0.795444291527887,-0.0014370124990623662,0.6305074747637577,0.7635230025931963,0.9141812148816832,5378.5655011854615,
,,0.1,后向,,18.3529541015625,0.01849574940745922,0.8124960303960207,-0.0014530905127915072,0.6751511311210556,0.7460663817349852,0.9078554981569285,5361.077054546281,
,,0.1,线性,,16.620770941840277,0.017845437745164963,0.8385173504263684,-0.0014348449980643402,0.7124860230313355,0.7698808797826989,0.8970683114300786,5137.77492330325,
,,0.2,均值,,26.701114908854166,0.02276169977336943,0.41245478068483815,-0.0014694345910626098,0.2702313330915616,0.6366125783781802,0.9361461928762334,6822.469445002496,
,,0.2,前项,,17.052943250868054,0.017838625104656787,0.7391846100235611,-0.001450879482862438,0.47650934552265134,0.6779620110654515,0.9369018102783324,5514.589129657981,
,,0.2,后向,,17.600103081597222,0.01783838947808559,0.7785349497109679,-0.001492141357992626,0.494143212019571,0.6370204389397978,0.9201161557125865,5520.041862564011,
,,0.2,线性,,16.23198784722222,0.01738655619431457,0.8156881067996924,-0.0014787193257502285,0.6142512874244721,0.7150016866030068,0.9220265551497022,5021.711054001222,
,,0.3,均值,,21.736952039930557,0.02190266930875294,0.3460216801885524,-0.0007984665489016728,0.1515967008645086,0.5961451472535166,0.9490667747111473,7061.115341303694,
,,0.3,前项,,17.5747314453125,0.01864554032615097,0.7038593233659185,-0.0014860797257545948,0.3544734529484117,0.6852515554163878,0.9420531515844992,5696.472023603761,
,,0.3,后向,,16.484407552083333,0.017461659550688617,0.7339009650258428,-0.0014339967136325722,0.42389178734965727,0.7082441462881102,0.9395853536074606,5679.569807738877,
,,0.3,线性,,17.046561686197915,0.017977358951375297,0.7906360876156063,-0.0014520806013888663,0.5390969704897375,0.7518299702763551,0.9378308488535794,4954.575876085313,
kairos23m,azure2019_U_5T,0,/,,1936.9767361111112,1.264963390538501,0.10605020642816854,0.016994057118940184,0.22198189581295846,0.6346205743885339,0.324985934583682,8616.760280034145,
,,0.1,均值,,1837.525,1.2562678810708807,0.11601882202451108,0.01707277901526174,0.24023688100717833,0.6350668216944869,0.2863936006812587,8565.1852363049,
,,0.1,前项,,2157.681597222222,1.2837737438413135,0.1194596402921172,0.016987945434242473,0.18962532765708506,0.6275226910596,0.37696959725631646,8582.596790965297,
,,0.1,后向,,1577.045138888889,1.1692751712942608,0.12468457460944349,0.016736643427955986,0.23069577113157658,0.6320017519399105,0.3160904385530644,8573.55980946864,
,,0.1,线性,,1764.134548611111,1.2247461825147212,0.12201843915381971,0.016837050477867436,0.2188529338311368,0.6301900283208379,0.32361213371175773,8565.132004125531,
,,0.2,均值,,1618.442361111111,1.2303799392685821,0.10168900970672323,0.015797906744677948,0.1943951725350661,0.6585878277988823,0.38540888839284504,8510.242190721296,
,,0.2,前项,,1796.809548611111,1.2250048767093167,0.24394388864587335,0.02979954825526128,0.19146764155617457,0.6120088364292654,0.40888732466247046,8515.916731591582,
,,0.2,后向,,1443.6167534722222,1.1065493099495738,0.09586506081275614,0.018819750880332473,0.19798126599686128,0.6465476865262011,0.4558036329937738,8516.761636878182,
,,0.2,线性,,1713.2597222222223,1.211142267675092,0.1571505252926657,0.02247107304628586,0.18249538889444228,0.6373734429202768,0.4160137774574373,8523.257378263257,
,,0.3,均值,,1408.6004340277777,1.1873112572586622,0.09222707538967823,0.011612538819013815,0.2346453020868826,0.6114849254627597,0.40189304002245724,8423.245819324908,
,,0.3,前项,,2867.007638888889,1.313824559989669,0.17317646999560887,0.011789680740369344,0.3042873462186382,0.607478603089914,0.5587763888541961,8475.914409902349,
,,0.3,后向,,1877.5392361111112,1.2701505761019625,0.1762509514312095,0.0234815176019145,0.2681694850502002,0.6261421762250803,0.4187524511751359,8457.734974521365,
,,0.3,线性,,2703.907291666667,1.3143587178864358,0.17526726382416358,0.016999104949175847,0.2466350120627253,0.6299223317057586,0.4322926551997944,8453.32315652307,
kairos23m,current_velocity_15T,0,/,,0.07132817021122685,0.012932559758299475,0.7884515810310865,0.0001239335462295364,0.09929335683301982,0.17954354523820398,0.9781586557910771,-1869.1506595667115,
,,0.1,均值,,0.08587557192201968,0.014323976542714289,0.38748930586757274,0.00012069258937504439,0.015395574097352142,0.1612133898883163,0.9794257446939331,-74.89242500793175,
,,0.1,前项,,0.07319552951388889,0.013299489849025197,0.7930870802296276,0.00012533510388134655,0.096375052021816,0.1507438614782573,0.9823077737117705,-1825.000391459947,
,,0.1,后向,,0.07405309606481482,0.013230913118608224,0.7849923587895533,0.0001234923003556569,0.0777582139139723,0.20205131462332238,0.9762321494201376,-1858.8510722118024,
,,0.1,线性,,0.07129080878363715,0.01290628283543395,0.7931020033128762,0.00012415504038439738,0.0920778637332055,0.1887875188700643,0.9826570617811625,-1937.981370168207,
,,0.2,均值,,0.07761549773039642,0.014245929543474478,0.3553597467876314,0.00011284550556850681,0.05391088716206174,0.13042342863258108,0.9622034338911072,679.342423951172,
,,0.2,前项,,0.07209353976779515,0.013091293211674545,0.7866552394691105,0.00012523689225895108,0.07703487574868804,0.2289693871691029,0.9726592390474214,-1606.1684275253103,
,,0.2,后向,,0.07471172756618924,0.013499608690896015,0.8003138161401088,0.00012516932174325344,0.07885258470831612,0.15941974474767792,0.9729787722057968,-1694.6710694100716,
,,0.2,线性,,0.07477197152596933,0.013386433326621271,0.8096804302052043,0.00012485674712881757,0.0683860390563904,0.20315204617967839,0.981549096364892,-2037.104174603803,
,,0.3,均值,,0.20186039677372686,0.022566016755916383,0.2955798298846136,8.731244828477042e-05,0.13909492523727224,0.2080259400112094,0.9583037905549747,952.798094857008,
,,0.3,前项,,0.06966268468786169,0.012842103718107623,0.7664028657145444,0.0001248668372032889,0.061782949521761346,0.14809698652532227,0.9762716609453743,-1606.1500423930038,
,,0.3,后向,,0.08497922544126157,0.014175349847266695,0.8310580100972598,0.00012413942739077959,0.08495476823362329,0.1541842897711714,0.9761439964172146,-1674.3470053440367,
,,0.3,线性,,0.07448602747034143,0.013147179270098171,0.8071808903958434,0.00012283113731005406,0.054224931867857734,0.1459948315068217,0.9834753294407413,-2118.484772028844,
kairos23m,current_velocity_20T,0,/,,90.84667038690476,0.03922486318178539,0.5338671213779469,0.0006000500302238819,0.6867636632834919,0.7996282061043621,0.6866531337866297,9719.036940616175,
,,0.1,均值,,91.97735615079365,0.039866311632163184,0.509052484386871,0.0005320307243342276,0.6304556071182368,0.7624195510653597,0.7216109568144449,9658.853847541759,
,,0.1,前项,,97.53515004960317,0.04117434395554094,0.51416976556454,0.0006101528512389282,0.5776198498829432,0.7516830121903054,0.7663821343862447,9664.29598716691,
,,0.1,后向,,100.13805803571428,0.04181911392769496,0.5324246599690713,0.0005821978694500121,0.5932712206987804,0.7604764663207136,0.7427148666313689,9664.413066620062,
,,0.1,线性,,94.92701512896825,0.040499084378565434,0.549240722926116,0.0006068095024421265,0.6403192451392453,0.7744709616666253,0.7133171570892599,9630.47724712271,
,,0.2,均值,,87.39441344246032,0.038833313543746084,0.39099547103669313,0.0004743302113947851,0.550372586505972,0.7054666845426371,0.7631884353903946,9561.27095238014,
,,0.2,前项,,96.61384548611112,0.0407666829053662,0.49923062790017536,0.000454382181423745,0.48100605462870893,0.6663044709592203,0.8033112253719287,9584.791572220793,
,,0.2,后向,,95.81022445436508,0.040691758682338194,0.5227514247922012,0.0007768639103439823,0.48511672522965554,0.679633504084557,0.808672056975653,9585.05600657026,
,,0.2,线性,,88.61149553571428,0.03901921132830947,0.5528790758057598,0.0005219779216541823,0.5924727339107475,0.7282471771632826,0.7606757478818399,9486.214218095201,
,,0.3,均值,,84.62581845238095,0.038400936136536036,0.38948242555866025,0.0005436330327042557,0.5112452939557183,0.6257852088428503,0.7700622932010821,9510.964626546333,
,,0.3,前项,,91.87220982142857,0.040072086333770324,0.5849059559363766,0.0008085433519694334,0.4689523217892342,0.6405918402818342,0.8062287795072071,9522.708328233652,
,,0.3,后向,,104.10837053571429,0.04245114724429696,0.5655464167669365,0.0003337811331610132,0.4249381356437662,0.612208728914206,0.8049903516439979,9499.471005768106,
,,0.3,线性,,96.13103918650793,0.040947721212172175,0.6017619358693675,0.0006201004428277318,0.5559959306348694,0.7235237775257947,0.7881631474221547,9396.799148072072,
kairos23m,current_velocity_5T,0,/,,0.1146437750922309,0.0026903683258176644,0.27032612345169393,-3.5662583488866954e-06,0.9715451978943748,0.4838239649472144,0.9448088356083411,-857.8730814037611,
,,0.1,均值,,0.13817365858289932,0.0029848046980356013,0.1502883439066159,-1.2497813946986833e-06,0.8851966474206655,0.47786264377794907,0.9582756901525101,-23.19403035455081,
,,0.1,前项,,0.11623743693033854,0.0026868132438639413,0.15926489700527252,-8.168157304849375e-07,0.8926046898467126,0.4855983255831101,0.954313881730636,222.41909549174335,
,,0.1,后向,,0.13987650553385417,0.0029649386705205773,0.12448299161280385,3.59787181034663e-06,0.8705251313675731,0.48675736946708154,0.9623059572835835,234.16260565743195,
,,0.1,线性,,0.1164266374376085,0.0027127397977543613,0.2688422818496426,1.6749030577316757e-07,0.9598322316460577,0.47698704385518464,0.9586885548111294,-899.1021928850136,
,,0.2,均值,,0.18877554999457466,0.00354485944736078,0.05636621106411436,-1.050401533349841e-05,0.7434928436290149,0.4762843345455855,0.9451883400522162,588.6715181878454,
,,0.2,前项,,0.10845631069607205,0.002608625633848083,0.0916360485228515,-9.611654284498185e-06,0.8079746960806233,0.5059916784160541,0.9538102464828567,838.6087268017951,
,,0.2,后向,,0.18677747938368056,0.0034747778232781298,0.07953108759007008,-4.869580966618358e-06,0.7576304549173334,0.49080108125903354,0.9531966413985108,839.9665789229724,
,,0.2,线性,,0.12692275153266058,0.0028584096420268563,0.19130565870927219,-1.1182110861968293e-05,0.9393981016555484,0.4793282142755929,0.9746605678274387,-1048.2985610467163,
,,0.3,均值,,0.1960566202799479,0.003630754636872396,0.06609696697113347,-1.3637516313274985e-06,0.6623263608750803,0.47232276005914137,0.949694109626769,886.0240705786258,
,,0.3,前项,,0.13103623284233942,0.002800835008527792,0.078198971373092,-3.580642620576085e-06,0.7375834978832175,0.4859522443653109,0.9538829134665757,1181.2114911876542,
,,0.3,后向,,0.20983693440755208,0.00367945857760511,0.06878821012003403,-1.2020683342009975e-05,0.7313377084984116,0.5023975764363107,0.9490117925003769,1198.2420067786247,
,,0.3,线性,,0.1256555684407552,0.002837169288516513,0.18513143520458447,-1.3544845846744253e-06,0.9325769389000238,0.48582167672015875,0.9704793882753494,-1106.4290581326054,
kairos23m,current_velocity_H,0,/,,77.320234375,0.036295903527007754,0.61767597247658,-0.0016693575619549518,0.6914359592291188,0.7961282100230153,0.6466091393674019,9824.418832282088,
,,0.1,均值,,74.93980034722222,0.03559257758532282,0.6077855162221633,-0.0018185482005504427,0.6750401288310005,0.7666794211586072,0.6549729296226557,9779.412493858668,
,,0.1,前项,,76.19643229166667,0.03592909247142051,0.6379220919589808,-0.0015993369693377522,0.6509346115389115,0.760823874219559,0.6790199714648016,9787.23307381616,
,,0.1,后向,,75.50599826388888,0.03584772576595499,0.6259029750749957,-0.0015933844894527069,0.6689288994824247,0.7544366295906256,0.6574419469663046,9771.394981058156,
